_id,PARID,FULL_ADDRESS,PROPERTYHOUSENUM,PROPERTYFRACTION,PROPERTYADDRESSDIR,PROPERTYADDRESSSTREET,PROPERTYADDRESSSUF,PROPERTYADDRESSUNITDESC,PROPERTYUNITNO,PROPERTYCITY,PROPERTYSTATE,PROPERTYZIP,SCHOOLCODE,SCHOOLDESC,MUNICODE,MUNIDESC,RECORDDATE,SALEDATE,PRICE,DEEDBOOK,DEEDPAGE,SALECODE,SALEDESC,INSTRTYP,INSTRTYPDESC
77492508,0049K00206000000,"4023 ARSENAL PL, PITTSBURGH, PA 15201",4023, ,,ARSENAL,PL,,,PITTSBURGH,PA,15201,47,Pittsburgh,109,9th Ward - PITTSBURGH,2015-07-06,2015-06-25,175000,16036,192,37,ESTATE SALE,DE,DEED
77492661,0096N00230000000,"1603 BELTRAM AVE, PITTSBURGH, PA 15226",1603, ,,BELTRAM,AVE,,,PITTSBURGH,PA,15226,47,Pittsburgh,119,19th Ward - PITTSBURGH,2015-07-06,2015-07-02,143500,16036,33,37,ESTATE SALE,DE,DEED
77493051,0027H00160010800,"144 N DITHRIDGE ST, UNIT 810, PITTSBURGH, PA 15213",144, ,N,DITHRIDGE,ST,UNIT,810,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,2015-07-07,2015-06-27,163000,16039,423,37,ESTATE SALE,DE,DEED
77493169,0086A00153000000,"1316 INVERNESS AVE, PITTSBURGH, PA 15217",1316, ,,INVERNESS,AVE,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,2015-07-09,2015-07-06,749000,16043,216,37,ESTATE SALE,DE,DEED
77493213,0055G00154000000,"4334 GLEN LYTLE RD, PITTSBURGH, PA 15217",4334, ,,GLEN LYTLE,RD,,,PITTSBURGH,PA,15217,47,Pittsburgh,115,15th Ward - PITTSBURGH,2015-07-09,2015-07-02,151000,16042,213,37,ESTATE SALE,DE,DEED
77494038,0095S00218000000,"2386 VALERA AVE, PITTSBURGH, PA 15210",2386, ,,VALERA,AVE,,,PITTSBURGH,PA,15210,47,Pittsburgh,129,29th Ward - PITTSBURGH,2015-07-17,2015-07-02,67500,16051,515,37,ESTATE SALE,DE,DEED
77494110,0056P00266000000,"5235 GERTRUDE ST, PITTSBURGH, PA 15207",5235, ,,GERTRUDE,ST,,,PITTSBURGH,PA,15207,47,Pittsburgh,115,15th Ward - PITTSBURGH,2015-07-20,2015-07-08,87000,16054,80,37,ESTATE SALE,DE,DEED
77494209,0232A00168000000,"529 HAVERHILL ST, PITTSBURGH, PA 15221",529, ,,HAVERHILL,ST,,,PITTSBURGH,PA,15221,47,Pittsburgh,113,13th Ward - PITTSBURGH,2015-07-14,2015-07-08,52500,16046,400,37,ESTATE SALE,DE,DEED
77494952,0035R00249000000,"1934 KIRALFY AVE, PITTSBURGH, PA 15216",1934, ,,KIRALFY,AVE,,,PITTSBURGH,PA,15216,47,Pittsburgh,119,19th Ward - PITTSBURGH,2015-07-30,2015-07-22,77900,16066,393,37,ESTATE SALE,DE,DEED
77495025,0052F00284001400,"5025 5TH AVE, UNIT 3B, PITTSBURGH, PA 15232",5025, ,,5TH,AVE,UNIT,3B,PITTSBURGH,PA,15232,47,Pittsburgh,107,7th Ward - PITTSBURGH,2015-07-28,2015-07-20,321616,16064,132,37,ESTATE SALE,DE,DEED
77495574,0086M00151000A00,"5889 DARLINGTON RD, PITTSBURGH, PA 15217",5889, ,,DARLINGTON,RD,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,2015-07-31,2015-07-20,137000,16068,441,37,ESTATE SALE,DE,DEED
77496440,0050M00089000000,"5341 WATERFORD ST, PITTSBURGH, PA 15224",5341, ,,WATERFORD,ST,,,PITTSBURGH,PA,15224,47,Pittsburgh,110,10th Ward - PITTSBURGH,2015-08-19,2015-08-13,81000,16093,238,37,ESTATE SALE,DE,DEED
77496450,0049L00163000000,"4223 POST ST, PITTSBURGH, PA 15201",4223, ,,POST,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,109,9th Ward - PITTSBURGH,2015-08-12,2015-08-04,9000,16084,254,37,ESTATE SALE,DE,DEED
77496595,0004K00162000000,"255 PROSPECT ST, PITTSBURGH, PA 15211",255, ,,PROSPECT,ST,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,2015-08-18,2015-07-27,92000,16090,447,37,ESTATE SALE,FD,FIDUCIARY DEED
77497375,0034J00286000000,"673 SOUTHCREST DR, PITTSBURGH, PA 15226",673, ,,SOUTHCREST,DR,,,PITTSBURGH,PA,15226,47,Pittsburgh,119,19th Ward - PITTSBURGH,2015-08-28,2015-08-21,75000,16103,34,37,ESTATE SALE,DE,DEED
77497623,0034P00040000000,"768 SOUTHCREST DR, PITTSBURGH, PA 15226",768, ,,SOUTHCREST,DR,,,PITTSBURGH,PA,15226,47,Pittsburgh,119,19th Ward - PITTSBURGH,2015-08-28,2015-08-21,153000,16104,418,37,ESTATE SALE,DE,DEED
77497739,0232C00174000000,"2075 CALISTOGA PL, PITTSBURGH, PA 15221",2075, ,,CALISTOGA,PL,,,PITTSBURGH,PA,15221,47,Pittsburgh,113,13th Ward - PITTSBURGH,2015-08-31,2015-08-26,42000,16105,211,37,ESTATE SALE,DE,DEED
77498070,0003S00010000000,"5 MONASTERY ST, PITTSBURGH, PA 15203",5, ,,MONASTERY,ST,,,PITTSBURGH,PA,15203,47,Pittsburgh,117,17th Ward - PITTSBURGH,2015-08-24,2015-08-20,90000,16097,333,37,ESTATE SALE,DE,DEED
77498283,0055G00170000000,"520 LORETTO RD, PITTSBURGH, PA 15217",520, ,,LORETTO,RD,,,PITTSBURGH,PA,15217,47,Pittsburgh,115,15th Ward - PITTSBURGH,2015-09-03,2015-09-01,90000,16113,20,37,ESTATE SALE,FD,FIDUCIARY DEED
77499317,0046N00024000000,"503 CHAUTAUQUA ST, PITTSBURGH, PA 15214",503, ,,CHAUTAUQUA,ST,,,PITTSBURGH,PA,15214,47,Pittsburgh,126,26th Ward - PITTSBURGH,2015-09-11,2015-08-07,12000,16121,211,37,ESTATE SALE,DE,DEED
77499416,0097F00094000000,"2861 CASTLEGATE AVE, PITTSBURGH, PA 15226",2861, ,,CASTLEGATE,AVE,,,PITTSBURGH,PA,15226,47,Pittsburgh,119,19th Ward - PITTSBURGH,2015-09-18,2015-09-02,75000,16130,57,37,ESTATE SALE,DE,DEED
77499426,0024K00265000000,"1016 CHESTNUT ST, PITTSBURGH, PA 15212",1016, ,,CHESTNUT,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,123,23rd Ward - PITTSBURGH,2015-09-09,2015-08-31,3900,16117,386,37,ESTATE SALE,FD,FIDUCIARY DEED
77499556,0126L00259000000,"509 LLOYD ST, PITTSBURGH, PA 15208",509, ,,LLOYD,ST,,,PITTSBURGH,PA,15208,47,Pittsburgh,114,14th Ward - PITTSBURGH,2015-09-14,2015-09-02,271500,16123,26,37,ESTATE SALE,DE,DEED
77499625,0053H00215000000,"5339 NORTHUMBERLAND ST, PITTSBURGH, PA 15217",5339, ,,NORTHUMBERLAND,ST,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,2015-09-16,2015-09-15,600000,16127,92,37,ESTATE SALE,DE,DEED
77500357,0052F00284004200,"825 MOREWOOD AVE, UNIT G11, PITTSBURGH, PA 15213",825, ,,MOREWOOD,AVE,UNIT,G11,PITTSBURGH,PA,15213,47,Pittsburgh,107,7th Ward - PITTSBURGH,2015-09-18,2015-09-11,185000,16131,45,37,ESTATE SALE,DE,DEED
77500648,0062S00312000000,"809 BERWIN AVE, PITTSBURGH, PA 15226",809, ,,BERWIN,AVE,,,PITTSBURGH,PA,15226,47,Pittsburgh,119,19th Ward - PITTSBURGH,2015-09-23,2015-09-22,96700,16135,339,37,ESTATE SALE,FD,FIDUCIARY DEED
77500911,0041F00116000000,"1409 OAKGLEN ST, PITTSBURGH, PA 15204",1409, ,,OAKGLEN,ST,,,PITTSBURGH,PA,15204,47,Pittsburgh,128,28th Ward - PITTSBURGH,2015-09-29,2015-09-25,74900,16141,230,37,ESTATE SALE,DE,DEED
77501596,0075G00177000000,"3422 MASSACHUSETTS AVE, PITTSBURGH, PA 15212",3422, ,,MASSACHUSETTS,AVE,,,PITTSBURGH,PA,15212,47,Pittsburgh,127,27th Ward - PITTSBURGH,2015-09-24,2015-09-22,83000,16137,318,37,ESTATE SALE,DE,DEED
77502138,0061E00020000000,"612 MAYVILLE AVE, PITTSBURGH, PA 15226",612, ,,MAYVILLE,AVE,,,PITTSBURGH,PA,15226,47,Pittsburgh,119,19th Ward - PITTSBURGH,2015-10-15,2015-10-13,113500,16160,202,37,ESTATE SALE,DE,DEED
77502545,0120L00227000000,"1121 OGLETHORPE AVE, PITTSBURGH, PA 15201",1121, ,,OGLETHORPE,AVE,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,2015-09-30,2015-09-25,145000,16143,146,37,ESTATE SALE,DE,DEED
77502578,0015L00082000000,"87 SYLVANIA AVE, PITTSBURGH, PA 15210",87, ,,SYLVANIA,AVE,,,PITTSBURGH,PA,15210,47,Pittsburgh,118,18th Ward - PITTSBURGH,2015-10-02,2015-09-22,21000,16148,47,37,ESTATE SALE,DE,DEED
77502941,0027H00074050100,"146 N BELLEFIELD AVE, UNIT 501, PITTSBURGH, PA 15213",146, ,N,BELLEFIELD,AVE,UNIT,501,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,2015-10-14,2015-10-14,698250,16159,145,37,ESTATE SALE,FD,FIDUCIARY DEED
77503348,0173A00139000000,"6973 LEMINGTON AVE, PITTSBURGH, PA 15206",6973, ,,LEMINGTON,AVE,,,PITTSBURGH,PA,15206,47,Pittsburgh,112,12th Ward - PITTSBURGH,2015-10-14,2015-10-09,34575,16159,310,37,ESTATE SALE,DE,DEED
77503424,0012S00037000000,"2712 SARAH ST, PITTSBURGH, PA 15203",2712, ,,SARAH,ST,,,PITTSBURGH,PA,15203,47,Pittsburgh,116,16th Ward - PITTSBURGH,2015-10-20,2015-10-16,167000,16167,218,37,ESTATE SALE,DE,DEED
77504353,0077A00067000000,"3366 PERRYSVILLE AVE, PITTSBURGH, PA 15214",3366, ,,PERRYSVILLE,AVE,,,PITTSBURGH,PA,15214,47,Pittsburgh,126,26th Ward - PITTSBURGH,2015-11-04,2015-10-29,102500,16184,419,37,ESTATE SALE,FD,FIDUCIARY DEED
77504826,0047R00151000000,"1414 FIRTH ST, PITTSBURGH, PA 15212",1414, ,,FIRTH,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,124,24th Ward - PITTSBURGH,2015-11-09,2015-11-06,19000,16189,524,37,ESTATE SALE,DE,DEED
77505079,0018A00254000000,"1124 JEROME ST, PITTSBURGH, PA 15220",1124, ,,JEROME,ST,,,PITTSBURGH,PA,15220,47,Pittsburgh,128,28th Ward - PITTSBURGH,2015-11-04,2015-10-21,82000,16185,234,37,ESTATE SALE,DE,DEED
77505685,0049C00001000B00,"306 44TH ST, PITTSBURGH, PA 15201",306, ,,44TH,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,109,9th Ward - PITTSBURGH,2015-11-02,2015-10-29,169000,16182,559,37,ESTATE SALE,DE,DEED
77505718,0042J00267000000,"1003 TWEED ST, PITTSBURGH, PA 15204",1003, ,,TWEED,ST,,,PITTSBURGH,PA,15204,47,Pittsburgh,120,20th Ward - PITTSBURGH,2015-11-16,2015-11-11,65000,16197,102,37,ESTATE SALE,DE,DEED
77505776,0083K00231000000,"410 N EUCLID AVE, PITTSBURGH, PA 15206",410, ,N,EUCLID,AVE,,,PITTSBURGH,PA,15206,47,Pittsburgh,111,11th Ward - PITTSBURGH,2015-11-16,2015-11-12,64900,16197,477,37,ESTATE SALE,DE,DEED
77506892,0126G00319000000,"211 S LANG AVE, PITTSBURGH, PA 15208",211, ,S,LANG,AVE,,,PITTSBURGH,PA,15208,47,Pittsburgh,114,14th Ward - PITTSBURGH,2015-11-30,2015-10-19,300000,16211,380,37,ESTATE SALE,DE,DEED
77506967,0034H00252000000,"319 CAPERTON ST, PITTSBURGH, PA 15210",319, ,,CAPERTON,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,118,18th Ward - PITTSBURGH,2015-11-25,2015-11-20,82500,16208,297,37,ESTATE SALE,DE,DEED
77507361,0013H00073000000,"2712 COBDEN ST, PITTSBURGH, PA 15203",2712, ,,COBDEN,ST,,,PITTSBURGH,PA,15203,47,Pittsburgh,116,16th Ward - PITTSBURGH,2015-12-02,2015-11-24,40000,16214,436,37,ESTATE SALE,DE,DEED
77507425,0004L00063000000,"134 BOGGS AVE, PITTSBURGH, PA 15211",134, ,,BOGGS,AVE,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,2015-12-04,2015-10-28,68000,16217,294,37,ESTATE SALE,DE,DEED
77507688,0088D00252000000,"2876 BEECHWOOD BLVD, PITTSBURGH, PA 15217",2876, ,,BEECHWOOD,BLVD,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,2015-12-09,2015-11-25,200000,16221,306,37,ESTATE SALE,DE,DEED
77508052,0042L00086000000,"3130 BERGMAN ST, PITTSBURGH, PA 15204",3130, ,,BERGMAN,ST,,,PITTSBURGH,PA,15204,47,Pittsburgh,120,20th Ward - PITTSBURGH,2015-12-15,2015-12-10,14000,16227,201,37,ESTATE SALE,DE,DEED
77508503,0088E00298000000,"752 HAZELWOOD AVE, PITTSBURGH, PA 15217",752, ,,HAZELWOOD,AVE,,,PITTSBURGH,PA,15217,47,Pittsburgh,115,15th Ward - PITTSBURGH,2015-12-15,2015-12-11,131000,16226,75,37,ESTATE SALE,DE,DEED
77509765,0060H00268000000,"201 ALRIES ST, PITTSBURGH, PA 15210",201, ,,ALRIES,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,129,29th Ward - PITTSBURGH,2015-12-29,2015-12-21,30000,16240,65,37,ESTATE SALE,DE,DEED
77510181,0054K00101000000,"3930 COLEMAN ST, PITTSBURGH, PA 15207",3930, ,,COLEMAN,ST,,,PITTSBURGH,PA,15207,47,Pittsburgh,115,15th Ward - PITTSBURGH,2015-12-30,2015-12-21,140000,16241,386,37,ESTATE SALE,DE,DEED
77510427,0133P00082000000,"4831 LOUGEAN AVE, PITTSBURGH, PA 15207",4831, ,,LOUGEAN,AVE,,,PITTSBURGH,PA,15207,47,Pittsburgh,131,31st Ward - PITTSBURGH,2015-12-31,2015-12-22,34000,16243,290,37,ESTATE SALE,FD,FIDUCIARY DEED
77510459,0004P00153000000,"211 SOUTHERN AVE, PITTSBURGH, PA 15211",211, ,,SOUTHERN,AVE,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,2015-12-30,2015-12-23,20000,16243,154,37,ESTATE SALE,DE,DEED
77510957,0061A00270000000,"369 MAYVILLE AVE, PITTSBURGH, PA 15226",369, ,,MAYVILLE,AVE,,,PITTSBURGH,PA,15226,47,Pittsburgh,119,19th Ward - PITTSBURGH,2015-04-27,2015-04-13,30000,15956,93,37,ESTATE SALE,DE,DEED
77510958,0062A00247000000,"2222 LOS ANGELES AVE, PITTSBURGH, PA 15216",2222, ,,LOS ANGELES,AVE,,,PITTSBURGH,PA,15216,47,Pittsburgh,119,19th Ward - PITTSBURGH,2015-03-24,2015-03-18,32000,15917,414,37,ESTATE SALE,EX,EXECUTORS DEED
77511009,0036L00014000000,"1856 WOODCOVE PL, PITTSBURGH, PA 15216",1856, ,,WOODCOVE,PL,,,PITTSBURGH,PA,15216,47,Pittsburgh,120,20th Ward - PITTSBURGH,2015-06-10,2015-06-05,95000,16006,329,37,ESTATE SALE,DE,DEED
77511046,0129H00026000000,"1237 LOVE ST, PITTSBURGH, PA 15218",1237, ,,LOVE,ST,,,PITTSBURGH,PA,15218,47,Pittsburgh,114,14th Ward - PITTSBURGH,2015-07-01,2015-06-09,129500,16032,489,37,ESTATE SALE,DE,DEED
77511070,0023M00174000000,"1002 MIDDLE ST, PITTSBURGH, PA 15212",1002, ,,MIDDLE,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,123,23rd Ward - PITTSBURGH,2015-07-02,2015-06-15,231000,16034,490,37,ESTATE SALE,DE,DEED
77511108,0084K00057000000,"627 COLLEGE ST, PITTSBURGH, PA 15232",627, ,,COLLEGE,ST,,,PITTSBURGH,PA,15232,47,Pittsburgh,107,7th Ward - PITTSBURGH,2015-06-12,2015-06-10,315000,16010,333,37,ESTATE SALE,GW,GENERAL WARRANTY
77511209,0062H00264000000,"2340 BEAUFORT AVE, PITTSBURGH, PA 15226",2340, ,,BEAUFORT,AVE,,,PITTSBURGH,PA,15226,47,Pittsburgh,119,19th Ward - PITTSBURGH,2016-01-13,2016-01-12,117000,16256,90,37,ESTATE SALE,DE,DEED
77513855,0004K00163000000,"253 PROSPECT ST, PITTSBURGH, PA 15211",253, ,,PROSPECT,ST,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,2015-08-18,2015-07-27,96000,16090,442,37,ESTATE SALE,FD,FIDUCIARY DEED
77515807,0056P00161000000,"5128 2ND AVE, PITTSBURGH, PA 15207",5128, ,,2ND,AVE,,,PITTSBURGH,PA,15207,47,Pittsburgh,115,15th Ward - PITTSBURGH,2016-02-26,2016-02-01,17750,16300,102,37,ESTATE SALE,DE,DEED
77516045,0055L00030000000,"560 HAZELWOOD AVE, PITTSBURGH, PA 15207",560, ,,HAZELWOOD,AVE,,,PITTSBURGH,PA,15207,47,Pittsburgh,115,15th Ward - PITTSBURGH,2016-03-09,2016-02-24,42000,16312,8,37,ESTATE SALE,FD,FIDUCIARY DEED
77516148,0120K00185000000,"5728 BUTLER ST, PITTSBURGH, PA 15201",5728, ,,BUTLER,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,2016-03-17,2016-03-14,97900,16321,280,37,ESTATE SALE,GW,GENERAL WARRANTY
77516643,0013P00005000000,"2116 SPRING ST, PITTSBURGH, PA 15210",2116, ,,SPRING,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,116,16th Ward - PITTSBURGH,2016-03-14,2016-03-11,25000,16317,594,37,ESTATE SALE,DE,DEED
77517526,0138D00151000000,"348 MERRITT AVE, PITTSBURGH, PA 15227",348, ,,MERRITT,AVE,,,PITTSBURGH,PA,15227,47,Pittsburgh,129,29th Ward - PITTSBURGH,2016-03-21,2016-03-18,98000,16325,24,37,ESTATE SALE,DE,DEED
77518054,0040R00236000000,"1404 KEEVER AVE, PITTSBURGH, PA 15205",1404, ,,KEEVER,AVE,,,PITTSBURGH,PA,15205,47,Pittsburgh,128,28th Ward - PITTSBURGH,2016-04-01,2016-03-29,129000,16338,453,37,ESTATE SALE,DE,DEED
77518075,0115N00234000000,"1149 TERMON AVE, PITTSBURGH, PA 15212",1149, ,,TERMON,AVE,,,PITTSBURGH,PA,15212,47,Pittsburgh,127,27th Ward - PITTSBURGH,2016-04-06,2016-04-01,105000,16342,461,37,ESTATE SALE,DE,DEED
77518731,0004G00174000000,"146 E SYCAMORE ST, PITTSBURGH, PA 15211",146, ,E,SYCAMORE,ST,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,2016-04-01,2016-03-25,69000,16338,149,37,ESTATE SALE,DE,DEED
77518877,0080H00059000000,"509 52ND ST, PITTSBURGH, PA 15201",509, ,,52ND,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,2016-04-11,2016-02-29,160000,16348,119,37,ESTATE SALE,DE,DEED
77519135,0085C00126000000,"6231 MELLON PARK CT, PITTSBURGH, PA 15232",6231, ,,MELLON PARK,CT,,,PITTSBURGH,PA,15232,47,Pittsburgh,114,14th Ward - PITTSBURGH,2016-04-12,2016-04-09,655000,16349,437,37,ESTATE SALE,DE,DEED
77520538,0055G00050000000,"436 CONNOR ST, PITTSBURGH, PA 15207",436, ,,CONNOR,ST,,,PITTSBURGH,PA,15207,47,Pittsburgh,115,15th Ward - PITTSBURGH,2016-04-18,2016-04-11,50000,16356,294,37,ESTATE SALE,DE,DEED
77522274,0115H00003000000,"3817 BAYTREE ST, PITTSBURGH, PA 15214",3817, ,,BAYTREE,ST,,,PITTSBURGH,PA,15214,47,Pittsburgh,126,26th Ward - PITTSBURGH,2016-05-09,2016-05-05,83000,16380,27,37,ESTATE SALE,FD,FIDUCIARY DEED
77522414,0127A00159000000,"6530 DALZELL PL, PITTSBURGH, PA 15217",6530, ,,DALZELL,PL,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,2016-05-04,2016-04-29,409000,16375,325,37,ESTATE SALE,DE,DEED
77523492,0095G00201000000,"204 SANTRON AVE, PITTSBURGH, PA 15210",204, ,,SANTRON,AVE,,,PITTSBURGH,PA,15210,47,Pittsburgh,129,29th Ward - PITTSBURGH,2016-06-02,2016-05-26,40000,16407,77,37,ESTATE SALE,DE,DEED
77523973,0013H00207000000,"2805 COBDEN ST, PITTSBURGH, PA 15203",2805, ,,COBDEN,ST,,,PITTSBURGH,PA,15203,47,Pittsburgh,116,16th Ward - PITTSBURGH,2016-05-31,2016-05-31,159900,16403,524,37,ESTATE SALE,DE,DEED
77524042,0095M00312000000,"2316 BROWNSVILLE RD, PITTSBURGH, PA 15210",2316, ,,BROWNSVILLE,RD,,,PITTSBURGH,PA,15210,47,Pittsburgh,129,29th Ward - PITTSBURGH,2016-05-26,2016-04-15,58000,16401,92,37,ESTATE SALE,DE,DEED
77524121,0086A00185000000,"1335 MURDOCH RD, PITTSBURGH, PA 15217",1335, ,,MURDOCH,RD,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,2016-06-01,2016-05-31,385000,16404,564,37,ESTATE SALE,DE,DEED
77526372,0088E00372000000,"4356 MURRAY AVE, PITTSBURGH, PA 15217",4356, ,,MURRAY,AVE,,,PITTSBURGH,PA,15217,47,Pittsburgh,115,15th Ward - PITTSBURGH,2016-06-21,2016-06-15,211598,16431,543,37,ESTATE SALE,DE,DEED
77528076,0128J00036000000,"135 WESTLAND DR, PITTSBURGH, PA 15217",135, ,,WESTLAND,DR,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,2016-07-06,2016-06-29,500000,16450,1,37,ESTATE SALE,DE,DEED
77528557,0116K00039000000,"3547 OKLAHOMA ST, PITTSBURGH, PA 15214",3547, ,,OKLAHOMA,ST,,,PITTSBURGH,PA,15214,47,Pittsburgh,126,26th Ward - PITTSBURGH,2016-07-07,2016-07-06,119900,16452,535,37,ESTATE SALE,FD,FIDUCIARY DEED
77528717,0085F00040000000,"1101 S NEGLEY AVE, PITTSBURGH, PA 15217",1101, ,S,NEGLEY,AVE,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,2016-07-13,2016-07-11,740000,16459,184,37,ESTATE SALE,FD,FIDUCIARY DEED
77530873,0087M00199000000,"2709-2715 TILBURY AVE, PITTSBURGH, PA 15217",2709, -2715,,TILBURY,AVE,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,2016-07-26,2016-07-26,733000,16477,5,37,ESTATE SALE,DE,DEED
77531071,0033F00007000000,"246 MOORE AVE, PITTSBURGH, PA 15210",246, ,,MOORE,AVE,,,PITTSBURGH,PA,15210,47,Pittsburgh,130,30th Ward - PITTSBURGH,2016-08-08,2016-08-05,13000,16491,504,37,ESTATE SALE,DE,DEED
77532109,0082A00231000000,"1250 JANCEY ST, PITTSBURGH, PA 15206",1250, ,,JANCEY,ST,,,PITTSBURGH,PA,15206,47,Pittsburgh,110,10th Ward - PITTSBURGH,2016-08-12,2016-07-27,215000,16498,176,37,ESTATE SALE,DE,DEED
77535362,0081G00122000000,"1130 MCCABE ST, PITTSBURGH, PA 15201",1130, ,,MCCABE,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,2016-09-21,2016-09-19,112000,16544,123,37,ESTATE SALE,DE,DEED
77535406,0055D00047000000,"4251 MCCASLIN ST, PITTSBURGH, PA 15217",4251, ,,MCCASLIN,ST,,,PITTSBURGH,PA,15217,47,Pittsburgh,115,15th Ward - PITTSBURGH,2016-09-15,2016-09-12,144000,16538,199,37,ESTATE SALE,DE,DEED
77535496,0045J00187000000,"2476 TONER ST, PITTSBURGH, PA 15212",2476, ,,TONER,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,127,27th Ward - PITTSBURGH,2016-09-16,2016-09-07,22000,16538,363,37,ESTATE SALE,DE,DEED
77535654,0137A00109000000,"211 MAYTIDE ST, PITTSBURGH, PA 15227",211, ,,MAYTIDE,ST,,,PITTSBURGH,PA,15227,47,Pittsburgh,129,29th Ward - PITTSBURGH,2016-09-28,2016-07-19,50000,16552,125,37,ESTATE SALE,DE,DEED
77535872,0034H00210000000,"335 CAPERTON ST, PITTSBURGH, PA 15210",335, ,,CAPERTON,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,118,18th Ward - PITTSBURGH,2016-09-26,2016-09-21,78000,16548,515,37,ESTATE SALE,SW,SPECIAL WARRANTY
77535936,0095P00209000000,"2343 WALTON AVE, PITTSBURGH, PA 15210",2343, ,,WALTON,AVE,,,PITTSBURGH,PA,15210,47,Pittsburgh,132,32nd Ward - PITTSBURGH,2016-09-23,2016-09-16,63000,16547,216,37,ESTATE SALE,DE,DEED
77536258,0080H00102000000,"5161 STANTON AVE, PITTSBURGH, PA 15201",5161, ,,STANTON,AVE,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,2016-09-23,2016-09-19,151000,16547,138,37,ESTATE SALE,DE,DEED
77536424,0075H00260000000,"3406 SHADELAND AVE, PITTSBURGH, PA 15212",3406, ,,SHADELAND,AVE,,,PITTSBURGH,PA,15212,47,Pittsburgh,127,27th Ward - PITTSBURGH,2016-09-30,2016-09-28,46500,16555,386,37,ESTATE SALE,DE,DEED
77536600,0052F00284003900,"825 MOREWOOD AVE, UNIT G8, PITTSBURGH, PA 15213",825, ,,MOREWOOD,AVE,UNIT,G8,PITTSBURGH,PA,15213,47,Pittsburgh,107,7th Ward - PITTSBURGH,2016-10-07,2016-09-14,199800,16564,1,37,ESTATE SALE,DE,DEED
77536621,0028P00165013200,"3270 NIAGARA SQ, PITTSBURGH, PA 15213",3270, ,,NIAGARA,SQ,,,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,2016-10-07,2016-10-03,133000,16564,368,37,ESTATE SALE,DE,DEED
77536711,0060P00325000000,"221 NEWETT ST, PITTSBURGH, PA 15210",221, ,,NEWETT,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,129,29th Ward - PITTSBURGH,2016-10-12,2016-09-21,24000,16569,19,37,ESTATE SALE,DE,DEED
77536995,0174B00073000000,"7223 UPLAND ST, PITTSBURGH, PA 15208",7223, ,,UPLAND,ST,,,PITTSBURGH,PA,15208,47,Pittsburgh,113,13th Ward - PITTSBURGH,2016-10-07,2016-09-28,11000,16564,9,37,ESTATE SALE,DE,DEED
77537442,0091M00312000000,"4540 HOMERIDGE DR, HOMESTEAD, PA 15120",4540, ,,HOMERIDGE,DR,,,HOMESTEAD,PA,15120,47,Pittsburgh,131,31st Ward - PITTSBURGH,2016-10-11,2016-10-07,27246,16566,62,37,ESTATE SALE,DE,DEED
